name,lat,lng,attr,distance(km),cool_time(h),cool_time(hms),reduction(hms)
長万部,42.512477,140.37507,eco,100.810,18.60279,18時間36分10秒,2時間53分50秒
二股,42.575869,140.320821,unknown,100.288,18.60109,18時間36分4秒,2時間53分56秒
蕨岱,42.626353,140.313353,unknown,97.832,18.59306,18時間35分35秒,2時間54分25秒
黒松内,42.669608,140.305704,eco,96.031,18.58717,18時間35分14秒,2時間54分46秒
熱郛,42.675653,140.375084,eco,90.725,18.56983,18時間34分11秒,2時間55分49秒
目名,42.761432,140.465742,eco,79.756,18.53401,18時間32分2秒,2時間57分58秒
蘭越,42.804542,140.52894,heat,73.062,18.51217,18時間30分44秒,2時間59分16秒
昆布,42.797984,140.596107,heat,68.411,18.49700,18時間29分49秒,3時間0分11秒
ニセコ,42.808746,140.684588,heat,61.447,18.47430,18時間28分27秒,3時間1分33秒
比羅夫,42.84856,140.722615,heat,56.672,18.45875,18時間27分31秒,3時間2分29秒
倶知安,42.90164,140.745471,heat,52.620,18.44555,18時間26分44秒,3時間3分16秒
小沢,42.97185,140.677657,heat,55.769,18.45581,18時間27分21秒,3時間2分39秒
銀山,43.040888,140.715321,cool,51.722,18.44263,18時間26分33秒,3時間3分27秒
然別,43.12551,140.737211,cool,50.217,18.43773,18時間26分16秒,3時間3分44秒
仁木,43.154091,140.770546,cool,48.049,18.43068,18時間25分50秒,3時間4分10秒
余市,43.186558,140.794686,cool,46.995,18.42725,18時間25分38秒,3時間4分22秒
蘭島,43.19651,140.854643,cool,42.697,18.41328,18時間24分48秒,3時間5分12秒
塩谷,43.202406,140.924546,cool,37.649,18.39688,18時間23分49秒,3時間6分11秒
小樽,43.197172,140.993653,cool,32.313,18.37955,18時間22分46秒,3時間7分14秒
南小樽,43.186529,141.007883,cool,30.761,18.37452,18時間22分28秒,3時間7分32秒
小樽築港,43.180752,141.029051,cool,28.934,18.36859,18時間22分7秒,3時間7分53秒
朝里,43.176868,141.063923,cool,26.208,18.35975,18時間21分35秒,3時間8分25秒
銭函,43.143403,141.159868,cool,17.588,18.33183,18時間19分55秒,3時間10分5秒
ほしみ,43.13373,141.191402,cool,14.827,18.32289,18時間19分22秒,3時間10分38秒
星置,43.132375,141.210856,cool,13.391,18.31825,18時間19分6秒,3時間10分54秒
稲穂,43.128115,141.222919,cool,12.310,18.31475,18時間18分53秒,3時間11分7秒
手稲,43.120238,141.243785,eco,10.412,18.30862,18時間18分31秒,3時間11分29秒
稲積公園,43.112023,141.257113,eco,9.008,18.30408,18時間18分15秒,3時間11分45秒
発寒,43.099819,141.277273,eco,6.904,18.29728,18時間17分50秒,3時間12分10秒
発寒中央,43.089271,141.294497,eco,5.115,18.29151,18時間17分29秒,3時間12分31秒
琴似(JR),43.081599,141.307418,eco,3.806,18.28728,18時間17分14秒,3時間12分46秒
桑園,43.070744,141.332036,eco,1.540,18.27997,18時間16分48秒,3時間13分12秒
札幌,43.068612,141.350768,eco,0.000,18.27500,18時間16分30秒,3時間13分30秒
さっぽろ,43.06637,141.350299,heat,0.252,18.27581,18時間16分33秒,3時間13分27秒
苗穂,43.06826,141.373471,eco,1.845,18.28095,18時間16分51秒,3時間13分9秒
白石(JR),43.054715,141.413612,eco,5.334,18.29221,18時間17分32秒,3時間12分28秒
厚別,43.045154,141.46369,eco,9.538,18.30579,18時間18分21秒,3時間11分39秒
森林公園(北海道),43.056456,141.481332,eco,10.693,18.30952,18時間18分34秒,3時間11分26秒
大麻,43.072382,141.496925,eco,11.880,18.31336,18時間18分48秒,3時間11分12秒
野幌,43.092559,141.52984,eco,14.785,18.32276,18時間19分22秒,3時間10分38秒
高砂(北海道),43.100084,141.540752,eco,15.821,18.32611,18時間19分34秒,3時間10分26秒
江別,43.110189,141.55679,eco,17.357,18.33108,18時間19分52秒,3時間10分8秒
豊幌,43.136446,141.62466,eco,23.481,18.35091,18時間21分3秒,3時間8分57秒
幌向,43.151348,141.655839,eco,26.418,18.36043,18時間21分38秒,3時間8分22秒
上幌向,43.18183,141.715391,eco,32.158,18.37905,18時間22分45秒,3時間7分15秒
岩見沢,43.204201,141.759359,eco,36.421,18.39289,18時間23分34秒,3時間6分26秒
峰延,43.264694,141.814673,eco,43.485,18.41584,18時間24分57秒,3時間5分3秒
光珠内,43.292658,141.844655,eco,47.163,18.42780,18時間25分40秒,3時間4分20秒
美唄,43.330751,141.862157,eco,50.674,18.43922,18時間26分21秒,3時間3分39秒
茶志内,43.369842,141.87336,eco,53.992,18.45002,18時間27分0秒,3時間3分0秒
奈井江,43.423718,141.889115,eco,58.825,18.46576,18時間27分57秒,3時間2分3秒
豊沼,43.464224,141.901032,eco,62.611,18.47809,18時間28分41秒,3時間1分19秒
砂川,43.493468,141.909642,eco,65.410,18.48722,18時間29分14秒,3時間0分46秒
滝川,43.555278,141.900807,eco,70.063,18.50239,18時間30分9秒,2時間59分51秒
江部乙,43.627564,141.935937,heat,78.114,18.52865,18時間31分43秒,2時間58分17秒
妹背牛,43.690841,141.966591,heat,85.229,18.55188,18時間33分7秒,2時間56分53秒
深川,43.721021,142.041642,heat,91.535,18.57248,18時間34分21秒,2時間55分39秒
納内,43.732509,142.130072,heat,97.023,18.59041,18時間35分25秒,2時間54分35秒
神居古潭,43.732833,142.202222,unknown,100.929,18.60318,18時間36分11秒,2時間53分49秒
伊納,43.763305,142.27167,unknown,107.235,18.62380,18時間37分26秒,2時間52分34秒
近文,43.789193,142.325327,heat,112.308,18.64038,18時間38分25秒,2時間51分35秒
旭川,43.763492,142.357803,heat,112.186,18.63999,18時間38分24秒,2時間51分36秒
静狩,42.584065,140.460025,eco,90.442,18.56891,18時間34分8秒,2時間55分52秒
小幌,42.589731,140.537361,eco,85.061,18.55133,18時間33分5秒,2時間56分55秒
礼文,42.580422,140.595013,eco,82.132,18.54177,18時間32分30秒,2時間57分30秒
大岸,42.585969,140.639036,eco,79.051,18.53171,18時間31分54秒,2時間58分6秒
豊浦,42.580323,140.71536,eco,75.055,18.51867,18時間31分7秒,2時間58分53秒
洞爺,42.55055,140.763959,eco,74.898,18.51816,18時間31分5秒,2時間58分55秒
有珠,42.513267,140.793969,eco,76.665,18.52393,18時間31分26秒,2時間58分34秒
長和,42.488262,140.833783,eco,77.102,18.52535,18時間31分31秒,2時間58分29秒
伊達紋別,42.469395,140.855802,eco,77.922,18.52803,18時間31分41秒,2時間58分19秒
北舟岡,42.450528,140.880259,eco,78.734,18.53068,18時間31分50秒,2時間58分10秒
稀府,42.425567,140.898836,eco,80.464,18.53633,18時間32分11秒,2時間57分49秒
黄金(北海道),42.386441,140.907781,eco,84.042,18.54801,18時間32分53秒,2時間57分7秒
崎守,42.373968,140.927141,eco,84.639,18.54996,18時間33分0秒,2時間57分0秒
本輪西,42.358734,140.977561,eco,84.619,18.54989,18時間33分0秒,2時間57分0秒
室蘭,42.317864,140.97571,cool,88.929,18.56397,18時間33分50秒,2時間56分10秒
母恋,42.317295,140.990018,cool,88.592,18.56287,18時間33分46秒,2時間56分14秒
御崎,42.329014,140.993881,cool,87.258,18.55851,18時間33分31秒,2時間56分29秒
輪西,42.333775,141.005743,cool,86.437,18.55583,18時間33分21秒,2時間56分39秒
東室蘭,42.349374,141.026411,cool,84.252,18.54869,18時間32分55秒,2時間57分5秒
鷲別,42.35953,141.042759,cool,82.764,18.54383,18時間32分38秒,2時間57分22秒
幌別,42.409782,141.107293,cool,75.909,18.52146,18時間31分17秒,2時間58分43秒
富浦(北海道),42.441957,141.156878,cool,71.456,18.50693,18時間30分25秒,2時間59分35秒
登別,42.45207,141.180931,cool,69.944,18.50200,18時間30分7秒,2時間59分53秒
虎杖浜,42.464695,141.215092,heat,68.060,18.49586,18時間29分45秒,3時間0分15秒
竹浦,42.49284,141.260395,heat,64.446,18.48407,18時間29分3秒,3時間0分57秒
北吉原,42.509119,141.286199,heat,62.435,18.47752,18時間28分39秒,3時間1分21秒
萩野,42.521159,141.30603,heat,60.983,18.47279,18時間28分22秒,3時間1分38秒
白老,42.55474,141.360054,heat,57.145,18.46029,18時間27分37秒,3時間2分23秒
社台,42.578682,141.417433,heat,54.748,18.45248,18時間27分9秒,3時間2分51秒
錦岡,42.6025,141.48722,heat,53.010,18.44682,18時間26分49秒,3時間3分11秒
糸井,42.6225,141.546187,heat,52.101,18.44386,18時間26分38秒,3時間3分22秒
青葉,42.62999,141.568278,heat,51.896,18.44320,18時間26分36秒,3時間3分24秒
苫小牧,42.639665,141.596837,eco,51.743,18.44270,18時間26分34秒,3時間3分26秒
沼ノ端,42.672057,141.693132,eco,52.180,18.44412,18時間26分39秒,3時間3分21秒
遠浅,42.729533,141.769568,heat,50.846,18.43978,18時間26分23秒,3時間3分37秒
早来,42.765237,141.814106,heat,50.612,18.43902,18時間26分20秒,3時間3分40秒
安平,42.814007,141.825283,cool,47.890,18.43016,18時間25分49秒,3時間4分11秒
追分(北海道),42.873316,141.810678,cool,43.264,18.41512,18時間24分54秒,3時間5分6秒
三川(北海道),42.945029,141.800778,cool,39.087,18.40155,18時間24分6秒,3時間5分54秒
古山,42.975256,141.793969,eco,37.495,18.39638,18時間23分47秒,3時間6分13秒
由仁,43.012206,141.785868,eco,35.912,18.39123,18時間23分28秒,3時間6分32秒
栗山,43.058164,141.775603,eco,34.533,18.38676,18時間23分12秒,3時間6分48秒
栗丘,43.085444,141.744333,eco,32.020,18.37860,18時間22分43秒,3時間7分17秒
栗沢,43.120367,141.739743,eco,32.104,18.37887,18時間22分44秒,3時間7分16秒
志文,43.158903,141.744443,eco,33.495,18.38339,18時間23分0秒,3時間7分0秒
東滝川,43.574037,141.98031,unknown,75.842,18.52124,18時間31分16秒,2時間58分44秒
赤平,43.555144,142.048669,eco,78.199,18.52893,18時間31分44秒,2時間58分16秒
茂尻,43.537314,142.082156,eco,78.860,18.53109,18時間31分52秒,2時間58分8秒
平岸(JR),43.541401,142.123872,eco,81.714,18.54041,18時間32分25秒,2時間57分35秒
芦別,43.516636,142.184543,eco,83.877,18.54747,18時間32分51秒,2時間57分9秒
上芦別,43.48871,142.210855,eco,83.844,18.54736,18時間32分50秒,2時間57分10秒
野花南,43.474418,142.261772,eco,86.465,18.55592,18時間33分21秒,2時間56分39秒
島ノ下,43.3744,142.350406,unknown,87.846,18.56043,18時間33分38秒,2時間56分22秒
富良野,43.347114,142.391374,cool,89.843,18.56695,18時間34分1秒,2時間55分59秒
布部,43.291991,142.400595,unknown,88.673,18.56313,18時間33分47秒,2時間56分13秒
山部,43.244645,142.381522,unknown,85.870,18.55398,18時間33分14秒,2時間56分46秒
下金山,43.197328,142.415402,unknown,87.568,18.55952,18時間33分34秒,2時間56分26秒
金山(北海道),43.136115,142.416201,unknown,86.824,18.55709,18時間33分26秒,2時間56分34秒
東鹿越,43.164011,142.523472,unknown,95.775,18.58634,18時間35分11秒,2時間54分49秒
幾寅,43.161582,142.569474,unknown,99.461,18.59838,18時間35分54秒,2時間54分6秒
落合(北海道),43.125055,142.669104,unknown,107.224,18.62376,18時間37分26秒,2時間52分34秒
新得,43.082501,142.832432,cool,120.353,18.66670,18時間40分0秒,2時間50分0秒
十勝清水,43.012892,142.879535,cool,124.394,18.67991,18時間40分48秒,2時間49分12秒
羽帯,42.957499,142.906646,unknown,127.102,18.68877,18時間41分20秒,2時間48分40秒
御影(北海道),42.942418,142.935739,cool,129.642,18.69708,18時間41分49秒,2時間48分11秒
芽室,42.909846,143.047991,cool,139.169,18.72824,18時間43分42秒,2時間46分18秒
大成,42.918662,143.071241,cool,140.916,18.73396,18時間44分2秒,2時間45分58秒
西帯広,42.923941,143.126351,cool,145.295,18.74828,18時間44分54秒,2時間45分6秒
柏林台,42.928877,143.1645,cool,148.314,18.75815,18時間45分29秒,2時間44分31秒
帯広,42.917997,143.20195,cool,151.485,18.76852,18時間46分7秒,2時間43分53秒
札内,42.912697,143.256248,eco,155.946,18.78311,18時間46分59秒,2時間43分1秒
稲士別,42.903963,143.297528,unknown,159.402,18.79441,18時間47分40秒,2時間42分20秒
幕別,42.90784,143.359293,eco,164.341,18.81055,18時間48分38秒,2時間41分22秒
利別,42.934706,143.424445,eco,169.284,18.82670,18時間49分36秒,2時間40分24秒
池田(北海道),42.922186,143.453033,eco,171.744,18.83474,18時間50分5秒,2時間39分55秒
十弗,42.855781,143.500797,eco,176.542,18.85041,18時間51分1秒,2時間38分59秒
豊頃,42.817548,143.538615,eco,180.256,18.86254,18時間51分45秒,2時間38分15秒
新吉野,42.778238,143.60826,eco,186.622,18.88332,18時間53分0秒,2時間37分0秒
浦幌,42.810849,143.651568,eco,189.465,18.89259,18時間53分33秒,2時間36分27秒
上厚内,42.831881,143.749788,unknown,197.012,18.91720,18時間55分2秒,2時間34分58秒
厚内,42.809539,143.814389,eco,202.598,18.93541,18時間56分7秒,2時間33分53秒
直別,42.852205,143.863607,unknown,205.886,18.94612,18時間56分46秒,2時間33分14秒
尺別,42.869163,143.904331,unknown,208.940,18.95606,18時間57分22秒,2時間32分38秒
音別,42.888997,143.932442,eco,210.960,18.96264,18時間57分45秒,2時間32分15秒
古瀬,42.947893,144.008589,unknown,216.520,18.98073,18時間58分51秒,2時間31分9秒
白糠,42.956161,144.076879,heat,221.993,18.99852,18時間59分55秒,2時間30分5秒
西庶路,42.976138,144.129826,heat,226.142,19.01200,19時間0分43秒,2時間29分17秒
庶路,42.983601,144.150018,heat,227.732,19.01716,19時間1分2秒,2時間28分58秒
大楽毛,43.009078,144.273879,heat,237.645,19.04933,19時間2分58秒,2時間27分2秒
新大楽毛,43.009423,144.295558,heat,239.405,19.05503,19時間3分18秒,2時間26分42秒
新富士(北海道),43.001605,144.350758,heat,243.929,19.06969,19時間4分11秒,2時間25分49秒
釧路,42.990584,144.381983,eco,246.527,19.07810,19時間4分41秒,2時間25分19秒
東釧路,42.995207,144.411307,eco,248.882,19.08572,19時間5分9秒,2時間24分51秒
武佐(北海道),42.991364,144.426681,heat,250.153,19.08983,19時間5分23秒,2時間24分37秒
別保,42.994384,144.469596,heat,253.622,19.10105,19時間6分4秒,2時間23分56秒
上尾幌,43.032893,144.61239,heat,265.038,19.13791,19時間8分16秒,2時間21分44秒
尾幌,43.018463,144.703758,cool,272.520,19.16203,19時間9分43秒,2時間20分17秒
門静,43.057581,144.782638,cool,278.786,19.18219,19時間10分56秒,2時間19分4秒
厚岸,43.056248,144.841355,cool,283.559,19.19753,19時間11分51秒,2時間18分9秒
糸魚沢,43.103506,144.92545,unknown,290.300,19.21917,19時間13分9秒,2時間16分51秒
茶内,43.129266,145.02801,cool,298.614,19.24581,19時間14分45秒,2時間15分15秒
浜中,43.15754,145.099657,cool,304.444,19.26445,19時間15分52秒,2時間14分8秒
姉別,43.196201,145.194716,eco,312.221,19.28927,19時間17分21秒,2時間12分39秒
厚床,43.228224,145.252096,eco,316.968,19.30440,19時間18分16秒,2時間11分44秒
初田牛,43.204542,145.32277,unknown,322.619,19.32238,19時間19分21秒,2時間10分39秒
別当賀,43.218427,145.423593,eco,330.826,19.34844,19時間20分54秒,2時間9分6秒
落石,43.198335,145.519449,eco,338.544,19.37289,19時間22分22秒,2時間7分38秒
昆布盛,43.228593,145.542444,eco,340.482,19.37902,19時間22分44秒,2時間7分16秒
西和田,43.268043,145.541817,eco,340.579,19.37933,19時間22分46秒,2時間7分14秒
花咲,43.295388,145.575045,unknown,343.401,19.38824,19時間23分18秒,2時間6分42秒
東根室,43.323655,145.597234,unknown,345.359,19.39443,19時間23分40秒,2時間6分20秒
根室,43.326923,145.582707,eco,344.206,19.39079,19時間23分27秒,2時間6分33秒
植苗,42.713645,141.735344,eco,50.393,18.43831,18時間26分18秒,3時間3分42秒
美々,42.777418,141.711387,unknown,43.711,18.41657,18時間25分0秒,3時間5分0秒
新千歳空港,42.787546,141.680823,eco,41.217,18.40847,18時間24分30秒,3時間5分30秒
南千歳,42.80804,141.675388,eco,39.215,18.40196,18時間24分7秒,3時間5分53秒
千歳(北海道),42.82811,141.651934,eco,36.277,18.39242,18時間23分33秒,3時間6分27秒
長都,42.852178,141.622987,eco,32.709,18.38084,18時間22分51秒,3時間7分9秒
サッポロビール庭園,42.866812,141.605616,heat,30.553,18.37384,18時間22分26秒,3時間7分34秒
恵庭,42.883076,141.586234,heat,28.153,18.36606,18時間21分58秒,3時間8分2秒
恵み野,42.902704,141.574429,heat,25.910,18.35878,18時間21分32秒,3時間8分28秒
島松,42.922504,141.573117,heat,24.310,18.35360,18時間21分13秒,3時間8分47秒
北広島,42.979239,141.563115,heat,19.918,18.33937,18時間20分22秒,3時間9分38秒
上野幌,43.016177,141.487317,cool,12.535,18.31548,18時間18分56秒,3時間11分4秒
新札幌,43.038732,141.47237,cool,10.424,18.30866,18時間18分31秒,3時間11分29秒
新さっぽろ,43.039141,141.473106,cool,10.466,18.30879,18時間18分32秒,3時間11分28秒
平和,43.04695,141.437967,cool,7.483,18.29915,18時間17分57秒,3時間12分3秒
東追分,42.902377,141.83228,unknown,43.310,18.41527,18時間24分55秒,3時間5分5秒
川端,42.914721,141.894791,cool,47.441,18.42870,18時間25分43秒,3時間4分17秒
滝ノ上,42.910244,141.97628,unknown,53.838,18.44952,18時間26分58秒,3時間3分2秒
十三里,42.914667,142.024478,unknown,57.407,18.46114,18時間27分40秒,3時間2分20秒
新夕張,42.936611,142.03657,cool,57.668,18.46199,18時間27分43秒,3時間2分17秒
沼ノ沢,42.957586,142.030836,unknown,56.655,18.45869,18時間27分31秒,3時間2分29秒
南清水沢,42.985272,142.006597,unknown,54.110,18.45040,18時間27分1秒,3時間2分59秒
清水沢,42.99827,142.007285,unknown,53.931,18.44982,18時間26分59秒,3時間3分1秒
鹿ノ谷,43.039447,141.964476,unknown,49.970,18.43693,18時間26分13秒,3時間3分47秒
夕張,43.050926,141.967472,unknown,50.142,18.43749,18時間26分15秒,3時間3分45秒
占冠,42.993088,142.400078,eco,85.702,18.55343,18時間33分12秒,2時間56分48秒
トマム,43.055913,142.610937,eco,102.385,18.60794,18時間36分29秒,2時間53分31秒
勇払,42.632805,141.727667,eco,57.379,18.46105,18時間27分40秒,3時間2分20秒
浜厚真,42.606725,141.837071,eco,64.885,18.48550,18時間29分8秒,3時間0分52秒
浜田浦,42.590722,141.88362,unknown,68.643,18.49776,18時間29分52秒,3時間0分8秒
鵡川,42.578953,141.923892,eco,71.758,18.50792,18時間30分28秒,2時間59分32秒
汐見,42.550235,141.945255,unknown,75.327,18.51956,18時間31分10秒,2時間58分50秒
富川,42.516865,142.020855,unknown,82.179,18.54192,18時間32分31秒,2時間57分29秒
日高門別,42.481237,142.072692,unknown,87.964,18.56082,18時間33分39秒,2時間56分21秒
豊郷(北海道),42.470119,142.122493,unknown,91.635,18.57281,18時間34分22秒,2時間55分38秒
清畠,42.455709,142.176624,unknown,95.864,18.58663,18時間35分12秒,2時間54分48秒
厚賀,42.430507,142.215896,unknown,100.122,18.60054,18時間36分2秒,2時間53分58秒
大狩部,42.395695,142.259355,unknown,105.383,18.61774,18時間37分4秒,2時間52分56秒
節婦,42.38248,142.275541,unknown,107.363,18.62421,18時間37分27秒,2時間52分33秒
新冠,42.360667,142.312585,unknown,111.226,18.63685,18時間38分13秒,2時間51分47秒
静内,42.336559,142.360402,unknown,115.898,18.65213,18時間39分8秒,2時間50分52秒
東静内,42.304416,142.450485,unknown,123.693,18.67762,18時間40分39秒,2時間49分21秒
春立,42.268515,142.498943,unknown,129.333,18.69607,18時間41分46秒,2時間48分14秒
日高東別,42.280837,142.521371,unknown,129.734,18.69738,18時間41分51秒,2時間48分9秒
日高三石,42.247269,142.566859,unknown,135.017,18.71466,18時間42分53秒,2時間47分7秒
蓬栄,42.264636,142.604517,unknown,136.013,18.71792,18時間43分5秒,2時間46分55秒
本桐,42.248205,142.630455,unknown,138.822,18.72711,18時間43分38秒,2時間46分22秒
荻伏,42.206136,142.689432,unknown,145.559,18.74914,18時間44分57秒,2時間45分3秒
絵笛,42.198428,142.736134,unknown,149.015,18.76045,18時間45分38秒,2時間44分22秒
浦河,42.168366,142.769976,unknown,153.313,18.77450,18時間46分28秒,2時間43分32秒
東町,42.156037,142.788931,unknown,155.392,18.78130,18時間46分53秒,2時間43分7秒
日高幌別,42.142338,142.834519,unknown,159.227,18.79384,18時間47分38秒,2時間42分22秒
鵜苫,42.134449,142.882513,unknown,162.807,18.80554,18時間48分20秒,2時間41分40秒
西様似,42.138411,142.908737,unknown,164.184,18.81004,18時間48分36秒,2時間41分24秒
様似,42.127936,142.93596,unknown,166.657,18.81812,18時間49分5秒,2時間40分55秒
八軒,43.085845,141.319145,cool,3.204,18.28534,18時間17分7秒,3時間12分53秒
新川(北海道),43.098604,141.323824,cool,3.989,18.28787,18時間17分16秒,3時間12分44秒
新琴似,43.112928,141.335105,cool,5.089,18.29142,18時間17分29秒,3時間12分31秒
太平,43.12401,141.349526,cool,6.161,18.29488,18時間17分42秒,3時間12分18秒
百合が原,43.131476,141.360672,cool,7.036,18.29771,18時間17分52秒,3時間12分8秒
篠路,43.145152,141.364323,cool,8.582,18.30270,18時間18分10秒,3時間11分50秒
拓北,43.155568,141.381013,eco,9.976,18.30721,18時間18分26秒,3時間11分34秒
あいの里教育大,43.15528,141.39842,eco,10.384,18.30853,18時間18分31秒,3時間11分29秒
あいの里公園,43.161206,141.413276,eco,11.478,18.31206,18時間18分43秒,3時間11分17秒
ロイズタウン,43.179589,141.436236,eco,14.156,18.32072,18時間19分15秒,3時間10分45秒
太美,43.189801,141.449066,eco,15.660,18.32559,18時間19分32秒,3時間10分28秒
当別,43.22208,141.513764,eco,21.589,18.34478,18時間20分41秒,3時間9分19秒
北海道医療大学,43.230925,141.54995,eco,24.225,18.35332,18時間21分12秒,3時間8分48秒
石狩金沢,43.245385,141.569239,unknown,26.465,18.36058,18時間21分38秒,3時間8分22秒
本中小屋,43.28019,141.591661,unknown,30.579,18.37393,18時間22分26秒,3時間7分34秒
中小屋,43.306846,141.602341,unknown,33.433,18.38319,18時間22分59秒,3時間7分1秒
月ヶ岡,43.324867,141.61807,unknown,35.797,18.39086,18時間23分27秒,3時間6分33秒
知来乙,43.331545,141.649123,unknown,37.943,18.39783,18時間23分52秒,3時間6分8秒
石狩月形,43.340869,141.670193,unknown,39.834,18.40397,18時間24分14秒,3時間5分46秒
豊ヶ岡,43.366645,141.714026,unknown,44.325,18.41857,18時間25分7秒,3時間4分53秒
札比内,43.370926,141.742762,unknown,46.249,18.42483,18時間25分29秒,3時間4分31秒
晩生内,43.399921,141.779211,unknown,50.615,18.43903,18時間26分21秒,3時間3分39秒
札的,43.419153,141.803549,unknown,53.520,18.44848,18時間26分55秒,3時間3分5秒
浦臼,43.430964,141.817376,unknown,55.241,18.45409,18時間27分15秒,3時間2分45秒
鶴沼,43.457673,141.840637,unknown,58.694,18.46533,18時間27分55秒,3時間2分5秒
於札内,43.473424,141.840102,unknown,59.964,18.46947,18時間28分10秒,3時間1分50秒
南下徳富,43.485542,141.844454,unknown,61.209,18.47352,18時間28分25秒,3時間1分35秒
下徳富,43.50271,141.855574,unknown,63.242,18.48015,18時間28分49秒,3時間1分11秒
新十津川,43.545575,141.874172,unknown,67.870,18.49524,18時間29分43秒,3時間0分17秒
北一已,43.742021,142.014721,heat,92.107,18.57435,18時間34分28秒,2時間55分32秒
秩父別,43.769099,141.967757,heat,92.466,18.57552,18時間34分32秒,2時間55分28秒
北秩父別,43.789375,141.960915,heat,94.078,18.58079,18時間34分51秒,2時間55分9秒
石狩沼田,43.810032,141.934266,heat,94.953,18.58365,18時間35分1秒,2時間54分59秒
真布,43.832965,141.906756,unknown,96.114,18.58744,18時間35分15秒,2時間54分45秒
恵比島,43.851296,141.88144,unknown,96.999,18.59034,18時間35分25秒,2時間54分35秒
峠下,43.850789,141.818879,unknown,94.826,18.58323,18時間35分0秒,2時間55分0秒
幌糠,43.855521,141.758418,unknown,93.481,18.57884,18時間34分44秒,2時間55分16秒
藤山,43.88708,141.720588,unknown,95.776,18.58634,18時間35分11秒,2時間54分49秒
大和田(北海道),43.913418,141.696528,unknown,97.991,18.59358,18時間35分37秒,2時間54分23秒
留萌,43.942848,141.651433,unknown,100.189,18.60076,18時間36分3秒,2時間53分57秒
