name,lat,lng,attr,distance(km),cool_time(h),cool_time(hms),reduction(hms)
目名,42.761432,140.465742,eco,79.756,10.84362,10時間50分37秒,7時間39分23秒
蘭越,42.804542,140.52894,heat,73.062,10.78723,10時間47分14秒,7時間42分46秒
昆布,42.797984,140.596107,heat,68.411,10.74807,10時間44分53秒,7時間45分7秒
ニセコ,42.808746,140.684588,heat,61.447,10.68947,10時間41分22秒,7時間48分38秒
比羅夫,42.84856,140.722615,heat,56.672,10.64932,10時間38分58秒,7時間51分2秒
倶知安,42.90164,140.745471,heat,52.620,10.61527,10時間36分55秒,7時間53分5秒
小沢,42.97185,140.677657,heat,55.769,10.64173,10時間38分30秒,7時間51分30秒
銀山,43.040888,140.715321,cool,51.722,10.60772,10時間36分28秒,7時間53分32秒
然別,43.12551,140.737211,cool,50.217,10.59508,10時間35分42秒,7時間54分18秒
仁木,43.154091,140.770546,cool,48.049,10.57687,10時間34分37秒,7時間55分23秒
余市,43.186558,140.794686,cool,46.995,10.56802,10時間34分5秒,7時間55分55秒
蘭島,43.19651,140.854643,cool,42.697,10.53195,10時間31分55秒,7時間58分5秒
塩谷,43.202406,140.924546,cool,37.649,10.48961,10時間29分23秒,8時間0分37秒
小樽,43.197172,140.993653,cool,32.313,10.44489,10時間26分42秒,8時間3分18秒
南小樽,43.186529,141.007883,cool,30.761,10.43189,10時間25分55秒,8時間4分5秒
小樽築港,43.180752,141.029051,cool,28.934,10.41659,10時間25分0秒,8時間5分0秒
朝里,43.176868,141.063923,cool,26.208,10.39377,10時間23分38秒,8時間6分22秒
銭函,43.143403,141.159868,cool,17.588,10.32169,10時間19分18秒,8時間10分42秒
ほしみ,43.13373,141.191402,cool,14.827,10.29863,10時間17分55秒,8時間12分5秒
星置,43.132375,141.210856,cool,13.391,10.28664,10時間17分12秒,8時間12分48秒
稲穂,43.128115,141.222919,cool,12.310,10.27762,10時間16分39秒,8時間13分21秒
手稲,43.120238,141.243785,eco,10.412,10.26178,10時間15分42秒,8時間14分18秒
稲積公園,43.112023,141.257113,eco,9.008,10.25006,10時間15分0秒,8時間15分0秒
発寒,43.099819,141.277273,eco,6.904,10.23252,10時間13分57秒,8時間16分3秒
発寒中央,43.089271,141.294497,eco,5.115,10.21761,10時間13分3秒,8時間16分57秒
琴似(JR),43.081599,141.307418,eco,3.806,10.20670,10時間12分24秒,8時間17分36秒
桑園,43.070744,141.332036,eco,1.540,10.18782,10時間11分16秒,8時間18分44秒
札幌,43.068612,141.350768,eco,0.000,10.17500,10時間10分30秒,8時間19分30秒
さっぽろ,43.06637,141.350299,heat,0.252,10.17710,10時間10分38秒,8時間19分22秒
苗穂,43.06826,141.373471,eco,1.845,10.19036,10時間11分25秒,8時間18分35秒
白石(JR),43.054715,141.413612,eco,5.334,10.21943,10時間13分10秒,8時間16分50秒
厚別,43.045154,141.46369,eco,9.538,10.25449,10時間15分16秒,8時間14分44秒
森林公園(北海道),43.056456,141.481332,eco,10.693,10.26412,10時間15分51秒,8時間14分9秒
大麻,43.072382,141.496925,eco,11.880,10.27403,10時間16分26秒,8時間13分34秒
野幌,43.092559,141.52984,eco,14.785,10.29828,10時間17分54秒,8時間12分6秒
高砂(北海道),43.100084,141.540752,eco,15.821,10.30693,10時間18分25秒,8時間11分35秒
江別,43.110189,141.55679,eco,17.357,10.31976,10時間19分11秒,8時間10分49秒
豊幌,43.136446,141.62466,eco,23.481,10.37096,10時間22分15秒,8時間7分45秒
幌向,43.151348,141.655839,eco,26.418,10.39553,10時間23分44秒,8時間6分16秒
上幌向,43.18183,141.715391,eco,32.158,10.44359,10時間26分37秒,8時間3分23秒
岩見沢,43.204201,141.759359,eco,36.421,10.47931,10時間28分46秒,8時間1分14秒
峰延,43.264694,141.814673,eco,43.485,10.53856,10時間32分19秒,7時間57分41秒
光珠内,43.292658,141.844655,eco,47.163,10.56943,10時間34分10秒,7時間55分50秒
美唄,43.330751,141.862157,eco,50.674,10.59892,10時間35分56秒,7時間54分4秒
茶志内,43.369842,141.87336,eco,53.992,10.62680,10時間37分36秒,7時間52分24秒
奈井江,43.423718,141.889115,eco,58.825,10.66742,10時間40分3秒,7時間49分57秒
豊沼,43.464224,141.901032,eco,62.611,10.69926,10時間41分57秒,7時間48分3秒
砂川,43.493468,141.909642,eco,65.410,10.72281,10時間43分22秒,7時間46分38秒
滝川,43.555278,141.900807,eco,70.063,10.76198,10時間45分43秒,7時間44分17秒
江部乙,43.627564,141.935937,heat,78.114,10.82978,10時間49分47秒,7時間40分13秒
妹背牛,43.690841,141.966591,heat,85.229,10.88975,10時間53分23秒,7時間36分37秒
深川,43.721021,142.041642,heat,91.535,10.94292,10時間56分34秒,7時間33分26秒
納内,43.732509,142.130072,heat,97.023,10.98921,10時間59分21秒,7時間30分39秒
神居古潭,43.732833,142.202222,unknown,100.929,11.02216,11時間1分20秒,7時間28分40秒
伊納,43.763305,142.27167,unknown,107.235,11.07538,11時間4分31秒,7時間25分29秒
近文,43.789193,142.325327,heat,112.308,11.11820,11時間7分6秒,7時間22分54秒
旭川,43.763492,142.357803,heat,112.186,11.11717,11時間7分2秒,7時間22分58秒
静狩,42.584065,140.460025,eco,90.442,10.93370,10時間56分1秒,7時間33分59秒
小幌,42.589731,140.537361,eco,85.061,10.88833,10時間53分18秒,7時間36分42秒
礼文,42.580422,140.595013,eco,82.132,10.86364,10時間51分49秒,7時間38分11秒
大岸,42.585969,140.639036,eco,79.051,10.83768,10時間50分16秒,7時間39分44秒
豊浦,42.580323,140.71536,eco,75.055,10.80401,10時間48分14秒,7時間41分46秒
洞爺,42.55055,140.763959,eco,74.898,10.80269,10時間48分10秒,7時間41分50秒
有珠,42.513267,140.793969,eco,76.665,10.81758,10時間49分3秒,7時間40分57秒
長和,42.488262,140.833783,eco,77.102,10.82126,10時間49分17秒,7時間40分43秒
伊達紋別,42.469395,140.855802,eco,77.922,10.82817,10時間49分41秒,7時間40分19秒
北舟岡,42.450528,140.880259,eco,78.734,10.83501,10時間50分6秒,7時間39分54秒
稀府,42.425567,140.898836,eco,80.464,10.84958,10時間50分59秒,7時間39分1秒
黄金(北海道),42.386441,140.907781,eco,84.042,10.87974,10時間52分47秒,7時間37分13秒
崎守,42.373968,140.927141,eco,84.639,10.88477,10時間53分5秒,7時間36分55秒
本輪西,42.358734,140.977561,eco,84.619,10.88460,10時間53分5秒,7時間36分55秒
室蘭,42.317864,140.97571,cool,88.929,10.92094,10時間55分15秒,7時間34分45秒
母恋,42.317295,140.990018,cool,88.592,10.91810,10時間55分5秒,7時間34分55秒
御崎,42.329014,140.993881,cool,87.258,10.90685,10時間54分25秒,7時間35分35秒
輪西,42.333775,141.005743,cool,86.437,10.89993,10時間54分0秒,7時間36分0秒
東室蘭,42.349374,141.026411,cool,84.252,10.88151,10時間52分53秒,7時間37分7秒
鷲別,42.35953,141.042759,cool,82.764,10.86897,10時間52分8秒,7時間37分52秒
幌別,42.409782,141.107293,cool,75.909,10.81121,10時間48分40秒,7時間41分20秒
富浦(北海道),42.441957,141.156878,cool,71.456,10.77370,10時間46分25秒,7時間43分35秒
登別,42.45207,141.180931,cool,69.944,10.76097,10時間45分40秒,7時間44分20秒
虎杖浜,42.464695,141.215092,heat,68.060,10.74512,10時間44分42秒,7時間45分18秒
竹浦,42.49284,141.260395,heat,64.446,10.71470,10時間42分53秒,7時間47分7秒
北吉原,42.509119,141.286199,heat,62.435,10.69778,10時間41分52秒,7時間48分8秒
萩野,42.521159,141.30603,heat,60.983,10.68557,10時間41分8秒,7時間48分52秒
白老,42.55474,141.360054,heat,57.145,10.65330,10時間39分12秒,7時間50分48秒
社台,42.578682,141.417433,heat,54.748,10.63315,10時間37分59秒,7時間52分1秒
錦岡,42.6025,141.48722,heat,53.010,10.61854,10時間37分7秒,7時間52分53秒
糸井,42.6225,141.546187,heat,52.101,10.61091,10時間36分39秒,7時間53分21秒
青葉,42.62999,141.568278,heat,51.896,10.60918,10時間36分33秒,7時間53分27秒
苫小牧,42.639665,141.596837,eco,51.743,10.60790,10時間36分28秒,7時間53分32秒
沼ノ端,42.672057,141.693132,eco,52.180,10.61157,10時間36分42秒,7時間53分18秒
遠浅,42.729533,141.769568,heat,50.846,10.60036,10時間36分1秒,7時間53分59秒
早来,42.765237,141.814106,heat,50.612,10.59840,10時間35分54秒,7時間54分6秒
安平,42.814007,141.825283,cool,47.890,10.57554,10時間34分32秒,7時間55分28秒
追分(北海道),42.873316,141.810678,cool,43.264,10.53671,10時間32分12秒,7時間57分48秒
三川(北海道),42.945029,141.800778,cool,39.087,10.50167,10時間30分6秒,7時間59分54秒
古山,42.975256,141.793969,eco,37.495,10.48832,10時間29分18秒,8時間0分42秒
由仁,43.012206,141.785868,eco,35.912,10.47505,10時間28分30秒,8時間1分30秒
栗山,43.058164,141.775603,eco,34.533,10.46349,10時間27分49秒,8時間2分11秒
栗丘,43.085444,141.744333,eco,32.020,10.44243,10時間26分33秒,8時間3分27秒
栗沢,43.120367,141.739743,eco,32.104,10.44314,10時間26分35秒,8時間3分25秒
志文,43.158903,141.744443,eco,33.495,10.45479,10時間27分17秒,8時間2分43秒
東滝川,43.574037,141.98031,unknown,75.842,10.81064,10時間48分38秒,7時間41分22秒
赤平,43.555144,142.048669,eco,78.199,10.83050,10時間49分50秒,7時間40分10秒
茂尻,43.537314,142.082156,eco,78.860,10.83607,10時間50分10秒,7時間39分50秒
平岸(JR),43.541401,142.123872,eco,81.714,10.86012,10時間51分36秒,7時間38分24秒
芦別,43.516636,142.184543,eco,83.877,10.87835,10時間52分42秒,7時間37分18秒
上芦別,43.48871,142.210855,eco,83.844,10.87807,10時間52分41秒,7時間37分19秒
野花南,43.474418,142.261772,eco,86.465,10.90017,10時間54分1秒,7時間35分59秒
島ノ下,43.3744,142.350406,unknown,87.846,10.91181,10時間54分43秒,7時間35分17秒
富良野,43.347114,142.391374,cool,89.843,10.92865,10時間55分43秒,7時間34分17秒
布部,43.291991,142.400595,unknown,88.673,10.91878,10時間55分8秒,7時間34分52秒
山部,43.244645,142.381522,unknown,85.870,10.89515,10時間53分43秒,7時間36分17秒
下金山,43.197328,142.415402,unknown,87.568,10.90946,10時間54分34秒,7時間35分26秒
金山(北海道),43.136115,142.416201,unknown,86.824,10.90319,10時間54分11秒,7時間35分49秒
東鹿越,43.164011,142.523472,unknown,95.775,10.97868,10時間58分43秒,7時間31分17秒
幾寅,43.161582,142.569474,unknown,99.461,11.00978,11時間0分35秒,7時間29分25秒
落合(北海道),43.125055,142.669104,unknown,107.224,11.07529,11時間4分31秒,7時間25分29秒
新得,43.082501,142.832432,cool,120.353,11.18612,11時間11分10秒,7時間18分50秒
十勝清水,43.012892,142.879535,cool,124.394,11.22024,11時間13分13秒,7時間16分47秒
羽帯,42.957499,142.906646,unknown,127.102,11.24311,11時間14分35秒,7時間15分25秒
御影(北海道),42.942418,142.935739,cool,129.642,11.26456,11時間15分52秒,7時間14分8秒
芽室,42.909846,143.047991,cool,139.169,11.34500,11時間20分42秒,7時間9分18秒
大成,42.918662,143.071241,cool,140.916,11.35975,11時間21分35秒,7時間8分25秒
西帯広,42.923941,143.126351,cool,145.295,11.39673,11時間23分48秒,7時間6分12秒
柏林台,42.928877,143.1645,cool,148.314,11.42221,11時間25分20秒,7時間4分40秒
帯広,42.917997,143.20195,cool,151.485,11.44898,11時間26分56秒,7時間3分4秒
札内,42.912697,143.256248,eco,155.946,11.48663,11時間29分12秒,7時間0分48秒
稲士別,42.903963,143.297528,unknown,159.402,11.51580,11時間30分57秒,6時間59分3秒
幕別,42.90784,143.359293,eco,164.341,11.55747,11時間33分27秒,6時間56分33秒
利別,42.934706,143.424445,eco,169.284,11.59917,11時間35分57秒,6時間54分3秒
池田(北海道),42.922186,143.453033,eco,171.744,11.61991,11時間37分12秒,6時間52分48秒
十弗,42.855781,143.500797,eco,176.542,11.66037,11時間39分37秒,6時間50分23秒
豊頃,42.817548,143.538615,eco,180.256,11.69167,11時間41分30秒,6時間48分30秒
新吉野,42.778238,143.60826,eco,186.622,11.74531,11時間44分43秒,6時間45分17秒
浦幌,42.810849,143.651568,eco,189.465,11.76925,11時間46分9秒,6時間43分51秒
上厚内,42.831881,143.749788,unknown,197.012,11.83278,11時間49分58秒,6時間40分2秒
厚内,42.809539,143.814389,eco,202.598,11.87978,11時間52分47秒,6時間37分13秒
直別,42.852205,143.863607,unknown,205.886,11.90742,11時間54分27秒,6時間35分33秒
尺別,42.869163,143.904331,unknown,208.940,11.93309,11時間55分59秒,6時間34分1秒
音別,42.888997,143.932442,eco,210.960,11.95006,11時間57分0秒,6時間33分0秒
古瀬,42.947893,144.008589,unknown,216.520,11.99676,11時間59分48秒,6時間30分12秒
白糠,42.956161,144.076879,heat,221.993,12.04269,12時間2分34秒,6時間27分26秒
西庶路,42.976138,144.129826,heat,226.142,12.07749,12時間4分39秒,6時間25分21秒
庶路,42.983601,144.150018,heat,227.732,12.09081,12時間5分27秒,6時間24分33秒
大楽毛,43.009078,144.273879,heat,237.645,12.17384,12時間10分26秒,6時間19分34秒
新大楽毛,43.009423,144.295558,heat,239.405,12.18857,12時間11分19秒,6時間18分41秒
新富士(北海道),43.001605,144.350758,heat,243.929,12.22640,12時間13分35秒,6時間16分25秒
釧路,42.990584,144.381983,eco,246.527,12.24812,12時間14分53秒,6時間15分7秒
東釧路,42.995207,144.411307,eco,248.882,12.26779,12時間16分4秒,6時間13分56秒
武佐(北海道),42.991364,144.426681,heat,250.153,12.27840,12時間16分42秒,6時間13分18秒
別保,42.994384,144.469596,heat,253.622,12.30736,12時間18分27秒,6時間11分33秒
上尾幌,43.032893,144.61239,heat,265.038,12.40252,12時間24分9秒,6時間5分51秒
尾幌,43.018463,144.703758,cool,272.520,12.46477,12時間27分53秒,6時間2分7秒
門静,43.057581,144.782638,cool,278.786,12.51682,12時間31分1秒,5時間58分59秒
厚岸,43.056248,144.841355,cool,283.559,12.55642,12時間33分23秒,5時間56分37秒
糸魚沢,43.103506,144.92545,unknown,290.300,12.61227,12時間36分44秒,5時間53分16秒
茶内,43.129266,145.02801,cool,298.614,12.68103,12時間40分52秒,5時間49分8秒
浜中,43.15754,145.099657,cool,304.444,12.72916,12時間43分45秒,5時間46分15秒
姉別,43.196201,145.194716,eco,312.221,12.79324,12時間47分36秒,5時間42分24秒
厚床,43.228224,145.252096,eco,316.968,12.83229,12時間49分56秒,5時間40分4秒
初田牛,43.204542,145.32277,unknown,322.619,12.87871,12時間52分43秒,5時間37分17秒
別当賀,43.218427,145.423593,eco,330.826,12.94598,12時間56分46秒,5時間33分14秒
落石,43.198335,145.519449,eco,338.544,13.00909,13時間0分33秒,5時間29分27秒
昆布盛,43.228593,145.542444,eco,340.482,13.02491,13時間1分30秒,5時間28分30秒
西和田,43.268043,145.541817,eco,340.579,13.02570,13時間1分33秒,5時間28分27秒
花咲,43.295388,145.575045,unknown,343.401,13.04872,13時間2分55秒,5時間27分5秒
東根室,43.323655,145.597234,unknown,345.359,13.06468,13時間3分53秒,5時間26分7秒
根室,43.326923,145.582707,eco,344.206,13.05529,13時間3分19秒,5時間26分41秒
植苗,42.713645,141.735344,eco,50.393,10.59656,10時間35分48秒,7時間54分12秒
美々,42.777418,141.711387,unknown,43.711,10.54046,10時間32分26秒,7時間57分34秒
新千歳空港,42.787546,141.680823,eco,41.217,10.51953,10時間31分10秒,7時間58分50秒
南千歳,42.80804,141.675388,eco,39.215,10.50274,10時間30分10秒,7時間59分50秒
千歳(北海道),42.82811,141.651934,eco,36.277,10.47811,10時間28分41秒,8時間1分19秒
長都,42.852178,141.622987,eco,32.709,10.44821,10時間26分54秒,8時間3分6秒
サッポロビール庭園,42.866812,141.605616,heat,30.553,10.43015,10時間25分49秒,8時間4分11秒
恵庭,42.883076,141.586234,heat,28.153,10.41005,10時間24分36秒,8時間5分24秒
恵み野,42.902704,141.574429,heat,25.910,10.39128,10時間23分29秒,8時間6分31秒
島松,42.922504,141.573117,heat,24.310,10.37789,10時間22分40秒,8時間7分20秒
北広島,42.979239,141.563115,heat,19.918,10.34116,10時間20分28秒,8時間9分32秒
上野幌,43.016177,141.487317,cool,12.535,10.27949,10時間16分46秒,8時間13分14秒
新札幌,43.038732,141.47237,cool,10.424,10.26188,10時間15分43秒,8時間14分17秒
新さっぽろ,43.039141,141.473106,cool,10.466,10.26223,10時間15分44秒,8時間14分16秒
平和,43.04695,141.437967,cool,7.483,10.23735,10時間14分14秒,8時間15分46秒
東追分,42.902377,141.83228,unknown,43.310,10.53709,10時間32分14秒,7時間57分46秒
川端,42.914721,141.894791,cool,47.441,10.57177,10時間34分18秒,7時間55分42秒
滝ノ上,42.910244,141.97628,unknown,53.838,10.62550,10時間37分32秒,7時間52分28秒
十三里,42.914667,142.024478,unknown,57.407,10.65550,10時間39分20秒,7時間50分40秒
新夕張,42.936611,142.03657,cool,57.668,10.65769,10時間39分28秒,7時間50分32秒
沼ノ沢,42.957586,142.030836,unknown,56.655,10.64918,10時間38分57秒,7時間51分3秒
南清水沢,42.985272,142.006597,unknown,54.110,10.62779,10時間37分40秒,7時間52分20秒
清水沢,42.99827,142.007285,unknown,53.931,10.62628,10時間37分35秒,7時間52分25秒
鹿ノ谷,43.039447,141.964476,unknown,49.970,10.59300,10時間35分35秒,7時間54分25秒
夕張,43.050926,141.967472,unknown,50.142,10.59445,10時間35分40秒,7時間54分20秒
占冠,42.993088,142.400078,eco,85.702,10.89373,10時間53分37秒,7時間36分23秒
トマム,43.055913,142.610937,eco,102.385,11.03445,11時間2分4秒,7時間27分56秒
勇払,42.632805,141.727667,eco,57.379,10.65526,10時間39分19秒,7時間50分41秒
浜厚真,42.606725,141.837071,eco,64.885,10.71840,10時間43分6秒,7時間46分54秒
浜田浦,42.590722,141.88362,unknown,68.643,10.75002,10時間45分0秒,7時間45分0秒
鵡川,42.578953,141.923892,eco,71.758,10.77625,10時間46分34秒,7時間43分26秒
汐見,42.550235,141.945255,unknown,75.327,10.80630,10時間48分23秒,7時間41分37秒
富川,42.516865,142.020855,unknown,82.179,10.86404,10時間51分51秒,7時間38分9秒
日高門別,42.481237,142.072692,unknown,87.964,10.91280,10時間54分46秒,7時間35分14秒
豊郷(北海道),42.470119,142.122493,unknown,91.635,10.94376,10時間56分38秒,7時間33分22秒
清畠,42.455709,142.176624,unknown,95.864,10.97943,10時間58分46秒,7時間31分14秒
厚賀,42.430507,142.215896,unknown,100.122,11.01535,11時間0分55秒,7時間29分5秒
大狩部,42.395695,142.259355,unknown,105.383,11.05975,11時間3分35秒,7時間26分25秒
節婦,42.38248,142.275541,unknown,107.363,11.07646,11時間4分35秒,7時間25分25秒
新冠,42.360667,142.312585,unknown,111.226,11.10907,11時間6分33秒,7時間23分27秒
静内,42.336559,142.360402,unknown,115.898,11.14851,11時間8分55秒,7時間21分5秒
東静内,42.304416,142.450485,unknown,123.693,11.21432,11時間12分52秒,7時間17分8秒
春立,42.268515,142.498943,unknown,129.333,11.26195,11時間15分43秒,7時間14分17秒
日高東別,42.280837,142.521371,unknown,129.734,11.26533,11時間15分55秒,7時間14分5秒
日高三石,42.247269,142.566859,unknown,135.017,11.30994,11時間18分36秒,7時間11分24秒
蓬栄,42.264636,142.604517,unknown,136.013,11.31835,11時間19分6秒,7時間10分54秒
本桐,42.248205,142.630455,unknown,138.822,11.34207,11時間20分31秒,7時間9分29秒
荻伏,42.206136,142.689432,unknown,145.559,11.39895,11時間23分56秒,7時間6分4秒
絵笛,42.198428,142.736134,unknown,149.015,11.42813,11時間25分41秒,7時間4分19秒
浦河,42.168366,142.769976,unknown,153.313,11.46441,11時間27分52秒,7時間2分8秒
東町,42.156037,142.788931,unknown,155.392,11.48196,11時間28分55秒,7時間1分5秒
日高幌別,42.142338,142.834519,unknown,159.227,11.51432,11時間30分52秒,6時間59分8秒
鵜苫,42.134449,142.882513,unknown,162.807,11.54453,11時間32分40秒,6時間57分20秒
西様似,42.138411,142.908737,unknown,164.184,11.55615,11時間33分22秒,6時間56分38秒
様似,42.127936,142.93596,unknown,166.657,11.57701,11時間34分37秒,6時間55分23秒
八軒,43.085845,141.319145,cool,3.204,10.20168,10時間12分6秒,8時間17分54秒
新川(北海道),43.098604,141.323824,cool,3.989,10.20822,10時間12分30秒,8時間17分30秒
新琴似,43.112928,141.335105,cool,5.089,10.21739,10時間13分3秒,8時間16分57秒
太平,43.12401,141.349526,cool,6.161,10.22632,10時間13分35秒,8時間16分25秒
百合が原,43.131476,141.360672,cool,7.036,10.23362,10時間14分1秒,8時間15分59秒
篠路,43.145152,141.364323,cool,8.582,10.24651,10時間14分47秒,8時間15分13秒
拓北,43.155568,141.381013,eco,9.976,10.25814,10時間15分29秒,8時間14分31秒
あいの里教育大,43.15528,141.39842,eco,10.384,10.26154,10時間15分42秒,8時間14分18秒
あいの里公園,43.161206,141.413276,eco,11.478,10.27067,10時間16分14秒,8時間13分46秒
ロイズタウン,43.179589,141.436236,eco,14.156,10.29303,10時間17分35秒,8時間12分25秒
太美,43.189801,141.449066,eco,15.660,10.30559,10時間18分20秒,8時間11分40秒
当別,43.22208,141.513764,eco,21.589,10.35513,10時間21分18秒,8時間8分42秒
北海道医療大学,43.230925,141.54995,eco,24.225,10.37718,10時間22分38秒,8時間7分22秒
石狩金沢,43.245385,141.569239,unknown,26.465,10.39592,10時間23分45秒,8時間6分15秒
本中小屋,43.28019,141.591661,unknown,30.579,10.43036,10時間25分49秒,8時間4分11秒
中小屋,43.306846,141.602341,unknown,33.433,10.45427,10時間27分15秒,8時間2分45秒
月ヶ岡,43.324867,141.61807,unknown,35.797,10.47408,10時間28分27秒,8時間1分33秒
知来乙,43.331545,141.649123,unknown,37.943,10.49207,10時間29分31秒,8時間0分29秒
石狩月形,43.340869,141.670193,unknown,39.834,10.50793,10時間30分29秒,7時間59分31秒
豊ヶ岡,43.366645,141.714026,unknown,44.325,10.54561,10時間32分44秒,7時間57分16秒
札比内,43.370926,141.742762,unknown,46.249,10.56176,10時間33分42秒,7時間56分18秒
晩生内,43.399921,141.779211,unknown,50.615,10.59842,10時間35分54秒,7時間54分6秒
札的,43.419153,141.803549,unknown,53.520,10.62283,10時間37分22秒,7時間52分38秒
浦臼,43.430964,141.817376,unknown,55.241,10.63729,10時間38分14秒,7時間51分46秒
鶴沼,43.457673,141.840637,unknown,58.694,10.66632,10時間39分59秒,7時間50分1秒
於札内,43.473424,141.840102,unknown,59.964,10.67700,10時間40分37秒,7時間49分23秒
南下徳富,43.485542,141.844454,unknown,61.209,10.68747,10時間41分15秒,7時間48分45秒
下徳富,43.50271,141.855574,unknown,63.242,10.70457,10時間42分16秒,7時間47分44秒
新十津川,43.545575,141.874172,unknown,67.870,10.74352,10時間44分37秒,7時間45分23秒
北一已,43.742021,142.014721,heat,92.107,10.94774,10時間56分52秒,7時間33分8秒
秩父別,43.769099,141.967757,heat,92.466,10.95077,10時間57分3秒,7時間32分57秒
北秩父別,43.789375,141.960915,heat,94.078,10.96436,10時間57分52秒,7時間32分8秒
石狩沼田,43.810032,141.934266,heat,94.953,10.97175,10時間58分18秒,7時間31分42秒
真布,43.832965,141.906756,unknown,96.114,10.98154,10時間58分54秒,7時間31分6秒
恵比島,43.851296,141.88144,unknown,96.999,10.98901,10時間59分20秒,7時間30分40秒
峠下,43.850789,141.818879,unknown,94.826,10.97067,10時間58分14秒,7時間31分46秒
幌糠,43.855521,141.758418,unknown,93.481,10.95933,10時間57分34秒,7時間32分26秒
藤山,43.88708,141.720588,unknown,95.776,10.97869,10時間58分43秒,7時間31分17秒
大和田(北海道),43.913418,141.696528,unknown,97.991,10.99737,10時間59分51秒,7時間30分9秒
留萌,43.942848,141.651433,unknown,100.189,11.01592,11時間0分57秒,7時間29分3秒
